text,label
jazzy thankfulforthebonds huntington park california,3
fooln brandengasilos north hollywood california,10
nothing love girl happy back recovered user,0
playing with pictures another day malemodel,18
i drove mile weekend,16
what love samro goodtimes weekendfun crazynight craftbeersnobsunite cheer,0
winter formal k iknowitsbeentwodayssincewf dontjudgeme,7
oh i love,0
is typewriter behind selfie selfiemonday hat hat panama kickingback,2
user lol i thought talking sum else reading previous tweet sound like reality show,2
hold loved one close winter baybee myniece,13
i powerpoint slideshow month library along user albertsons,16
it rained lot today few puddle walking distance offshore day,10
been sick bed day i looking photo daydreaming back,10
san francisco i you sanfrancisco sb super bowl city,0
dinner cousin cut beverly hills,15
dinner cousin cut beverly hills,15
handmadesoap curing homemade rack dh made wooden crate lilybleusoapworks,3
las vegas gorgeous tonight parisreplica eiffel tower restaurant,1
my girl maddie always know i need extra cuddle kiss dog puppy boxer,0
super dope class user thanks man snowglobe perspective,6
take lol latepostdontcare san francisco city hall,2
sweatpants pizza pizzacat pizzapug netflixandchill mylalife user,0
very interesting day indeed i needed you goodnight,9
happy tuesday friend family how inspire others make healthy choice,2
time bad as cold n i ready put work,14
who else relate boxcar crossfit,2
what great gift idea valentinesday unclekeiths shoppb sandiego spicy hotsauce find,0
never stop learning stop growing i wanting learn spanish i started,3
a big sur happy birthday daddio big sur california,7
paper towns jefferson park california,0
return mack macking bootleggers,14
happy early valentine day michael kors pkworkshop michael kors fashion show,0
chasencashe how nigga gon na rob vegan bakery trippin mane lol,2
shabriax just remember end worth keep pushing i needed thank you,13
the best looking city ever seen user old sacramento,10
chihuly glassblower look like flamingo chihuly garden glass,6
sneakpeek adorable hanger arriving soon pink black amp mint oakland california,3
this rolling yesterday newport place drive newport corporate tower,2
user keep smiling andrea,11
my supervisor i love franieee thank always crazy as user,4
aboutlastnight djlyfe litaf user mustachemondays,18
now serving sourdough bread bowl today soup day ucla location,10
give gift cashmere use code cashmere everything online shop,1
sunrise way home yoga montecito california,12
scruffy cabbie morning anyone need ride eugene airport,12
those morning convos w momma bear,3
check delicious treat new flavor key lime pie thanks user,1
emily king knockout band last night beautiful,8
teeth cleaning time user love staff dentist smile la beverlyhills dr kevin b sands dds,16
it time rise amp thrive i don ever leave house morning without thriving i get,12
new work this team fiyah user user shot,4
user your welcome,9
best always wait see user tomorrow night superbowlcity sb,0
thank los angeles california,0
don forget love takeaselfie west hollywood california,5
abby came tell loved i went preach sunday hacienda,1
love must wing flying door order today valentine day,0
when shrimp meet papaya yum foodporn foodie foodielife foodstagram craving hungry,1
user big japan so proud love talented beauty biggest,0
at disneyland granddaughter disneyland,8
who want hovernoards lol hoverboard fail the guysrant monster advertising design,2
breakfast champion not way i pictured next breakfast bed so lung doc came,14
my burrito sophiacassandra summerlin hospital,9
seems juliandouglas asked help everywhere day fun time nbcthevoice,19
dmv dlphotoproblems idphotoproblems dmvca bellflower california,2
here reason i not fashion blogger i am hosting lularoe charity fundraiser,2
and big birthday hairbybriauna user balayagebestie love boo user,3
watching theillusionists love hollywood pantages theatre,5
what george abraham san francisco california,11
captions hard user marina district san francisco,18
week i get see favorite sister,3
no comment beaverton oregon,1
if katy don t trust ya im gone shoot ya wcw smokey point washington,15
drive far enjoy treat soon serramonte shopping center,16
user game lit hell thanks verizon socal cartagena instagood instalike igers,4
team put w u el camino fundamental high school,5
fresh basil grassfed meatball amp homemade sauce go fav zoodles,1
thank another great mini vacation babe you spoil amp,9
listening holy ghost pa i wait st lucia cyute the showbox st lucia fan presale,19
my fluffy dog work friend adoptdontshop shelterdogs animal foundation,9
dude i well whiskey sour egg white blarg user los angeles ca,1
lashes user long black individualshighlight user,7
user got sexiest indoor outdoor venue i ever seen,1
wcw eastern washington university,1
delicious evening tasting awesome nuit st georges justin isosceles reserve happy,1
that good day evelin krgr reminiscing malibu indecember sowintery paradisecove,1
private charleskelley concert hornblower inspiration,1
this little face i much morkielove morkie morkiesofinstagram dogsofinstagram,0
wednesday glammys oc baby user kiyana photo sunset plaza sunset blvd,18
law squad beverly wilshire beverly hills a four seasons hotel,19
hello miss photobomber mhelovesred wait see miss,16
lego technics i u venice beach,0
what i would look like short hair elma washington,16
is spelling wrong lmao towne mart,2
movie crew kelso theater pub,13
celebrating follower ice cream duh icecream vegan celebrate astridbarbour user,9
jordan birthday new kick san luis obispo california,16
how could not be wcw user giving lifeeee ensemble smoldering,1
so excited everyone hear tune thanks faraniko band pic,6
disney paint night parade disneyland,1
really you giving thanks omega globemaster watch brandambassador,2
someone think bright foxybrown pup turnoffthedamnlights bedtime user,2
here full view fabulous black white houndstooth hooded dress amazing,7
necesito un red velvet the user factory san diego ca,0
this i love apartment one jefferson apartments,1
no shame selfie game newfriends lenasratchbach vegas latergram vsco vscocam user,0
he even eat dunkindonuts sexual dangerous kiki weho wehonightlife,0
back blonde ombr thank stefanie user another amazing job,16
lol user hate mascot laclippers clippernation losangeles la dtla staplescenter,2
squad greatest mj latergram lakers magic magicjohnson nba losangeles staples,19
love game court catchusinbutte theship,0
took break radio amp zines go skate springbreak leforce loyola marymount university,10
drew squared fire tonight grandfinale coldblooded eekedoutthatwin midweekplaytime,4
i know going hahahah disneyland,2
we sleeping these photo client everything hereyes lashgameproper,0
good hair day nopasf,3
hot hereyes lashgameproper eyelashextensions her eyes eye candy bar,4
rainbows home rain tuesday thisisliving,0
happiness davilorenzolb santothepit thesimplethings north hollywood california,18
deer losangeleszoo los angeles zoo botanical gardens,16
thank user hosting great show tonight we much fun performing,0
san francisco baby acontecenovale turistandoemsanfrancisco onlyinsf,0
maiden lane union square san francisco,8
happy birthday shun thanks spending last two something year youdabomb,9
matisyahu dtla brother sister quality time reagge the wiltern,0
truth california losangeles like like follow follow instagood beautiful losangeles,15
wce never done wrong kibbie dome,1
tbt la beverly hills plaza hotel amp spa,12
thehighervibes what would name blue ivy,8
me hogwarts express train conductor the wizarding world,1
these floor fairmount grange,1
rachelrubyhogan hammockrandall ready hit stage beat battle jazzbones,2
fun place nice view come back beckyjane foundation room,0
la disneyland repost user,0
user okay last one date youtubespacela kenblock,14
and like magic hit validus recording studios,4
oh no a shirtless selfie i week ashley horner charlie mike program today,14
my partner crime sabhunter greatday beverlyhillshotel solsito missbikiniluxe the,14
just casual slay disney sister disneyland,2
good meeting precious user beautiful honey pump restaurant,3
la baby los angeles california,0
ran homie user epr tonight good seein ya edm user epr harrison st,16
grateful real one romanov restaurant lounge,0
i much weed,1
tbt shoot la last year talented jefflorch jefflorchphotography user,10
having good laugh one conormcgregor user ufc ufc mma,2
